ticker,fiscal_year,cash_operating_activities,dividends_paid
STRT,2017,23142000,-2012000
STRT,2018,6940000,-2034000
STRT,2019,29941000,-2063000
STX,2010,1932000000,0
STX,2011,1264000000,-74000000
STX,2012,3262000000,-372000000
STX,2013,3047000000,-518000000
STX,2014,2558000000,-557000000
STX,2015,2650000000,-664000000
STX,2016,1680000000,-727000000
STX,2017,1916000000,-561000000
STX,2018,2113000000,-726000000
STX,2019,1761000000,-713000000
STZ,2009,402600000,
STZ,2010,619700000,
STZ,2011,784100000,
STZ,2012,556300000,
STZ,2013,826200000,0
STZ,2014,1081000000,0
STZ,2015,1413700000,-241600000
STZ,2016,1696000000,-315100000
STZ,2017,1931400000,-400100000
STZ,2018,2246300000,-557700000
SUP,2010,30578000,-17108000
SUP,2011,67660000,-17358000
SUP,2012,65761000,-34878000
SUP,2013,69252000,-550000
SUP,2014,11627000,-19351000
SUP,2015,59349000,-19082000
SUP,2016,78491000,-18340000
SUP,2017,63710000,-19473000
SUP,2018,156116000,-28816000
SUPN,2011,-36185000,
SUPN,2012,-47199000,
SUPN,2013,-57949000,
SUPN,2014,-24495000,
SUPN,2015,34524000,
SUPN,2016,66812000,
SUPN,2017,114640000,
SUPN,2018,128986000,
SURF,2017,-12422000,
SURF,2018,-13222000,
SVMK,2017,45026000,
SVMK,2018,45372000,
SVT,2010,1932000,-336000
SVT,2011,2602000,-682000
SVT,2012,1695000,-716000
SVT,2013,1586000,-406000
SVT,2014,1062000,
SVT,2015,1231000,-375000
SVT,2016,2441000,-380000
SVT,2017,3652000,-376000
SVT,2018,833000,-403000
SVU,2008,1534000000,-145000000
SVU,2009,1474000000,-147000000
SVU,2010,1163000000,-74000000
SVU,2011,1056000000,-74000000
SVU,2012,908000000,-37000000
SVU,2013,28000000,
SVU,2014,408000000,
SVU,2015,426000000,
SVU,2016,364000000,
SVU,2017,135000000,
SWI,2010,66043000,
SWI,2011,110530000,
SWI,2012,143447000,
SWI,2013,163320000,
SWI,2014,199812000,
SWK,2009,536800000,
SWK,2010,739300000,
SWK,2011,998900000,
SWK,2012,966200000,
SWK,2013,868000000,
SWK,2014,1295900000,
SWK,2015,1182300000,
SWK,2016,1185500000,
SWK,2017,668500000,
SWK,2018,1260900000,
SWKS,2009,218805000,
SWKS,2010,222962000,
SWKS,2011,365600000,
SWKS,2012,285200000,0
SWKS,2013,499700000,0
SWKS,2014,772400000,-41400000
SWKS,2015,992800000,-123100000
SWKS,2016,1095700000,-201000000
SWKS,2017,1471300000,-214600000
SWKS,2018,1260600000,-243200000
SWKS,2019,1367400000,-273900000
SWM,2010,141100000,-10800000
SWM,2011,81500000,-10100000
SWM,2012,174600000,-14100000
SWM,2013,178100000,-39500000
SWM,2014,165900000,-44500000
SWM,2015,144700000,-46900000
SWM,2016,129700000,-49400000
SWM,2017,131000000,-51900000
SWM,2018,139100000,-53200000
SWN,2008,1160809000,
SWN,2009,1359376000,
SWN,2010,1642585000,
SWN,2011,1739817000,
SWN,2012,1654000000,
SWN,2013,1909000000,
SWN,2014,2335000000,
SWN,2015,1580000000,-79000000
SWN,2016,498000000,-27000000
SWN,2017,1097000000,-16000000
SWN,2018,1223000000,-27000000
SWX,2009,405802000,-41950000
SWX,2010,370993000,-44846000
SWX,2011,252042000,-47929000
SWX,2012,386324000,-53040000
SWX,2013,346209000,-59535000
SWX,2014,346423000,-66275000
SWX,2015,547147000,-74248000
SWX,2016,598389000,-83317000
SWX,2017,369955000,-92130000
SWX,2018,528856000,-100240000
SWY,2009,2250900000,-132100000
SWY,2010,2549700000,-153100000
SWY,2011,2023600000,-188000000
SWY,2012,1569700000,-163900000
SWY,2013,1569700000,-163900000
SWY,2014,1301500000,-181400000
SWY,2015,-621200000,-251800000
SXC,2013,165800000,
SXC,2014,126500000,
SXC,2015,149400000,
SXC,2016,183600000,
SXC,2017,136700000,
SXC,2018,162800000,
SXT,2009,138336000,-37042000
SXT,2010,155725000,-39013000
SXT,2011,142877000,-41968000
SXT,2012,139366000,-43426000
SXT,2013,153553000,-45513000
SXT,2014,189188000,-47893000
SXT,2015,128047000,-48110000
SXT,2016,222478000,-49635000
SXT,2017,180506000,-54038000
SXT,2018,83520000,-57410000
SYK,2008,1175900000,-135600000
SYK,2009,1461000000,-198000000
SYK,2010,1547000000,-238000000
SYK,2011,1434000000,-279000000
SYK,2012,1657000000,-324000000
SYK,2013,1886000000,-401000000
SYK,2014,1782000000,-462000000
SYK,2015,899000000,-521000000
SYK,2016,1812000000,-568000000
SYK,2017,1559000000,-636000000
SYK,2018,2610000000,-703000000
SYMC,2008,1671000000,
SYMC,2009,1693000000,
SYMC,2010,1794000000,
SYMC,2011,1901000000,
SYMC,2012,1593000000,0
SYMC,2013,1281000000,-418000000
SYMC,2014,1312000000,-413000000
SYMC,2015,802000000,-3030000000
SYMC,2016,-209000000,-222000000
SYMC,2017,950000000,-211000000
SYMC,2018,1495000000,-217000000
SYNA,2010,108022000,
SYNA,2011,89713000,
SYNA,2012,101393000,
SYNA,2013,102100000,
SYNA,2014,131600000,
SYNA,2015,204100000,
SYNA,2016,256600000,
SYNA,2017,152900000,
SYNA,2018,145000000,
SYNA,2019,154200000,
SYNT,2010,114012000,-30697000
SYNT,2011,109052000,-9992000
SYNT,2012,188688000,-106231000
SYNT,2013,199966000,
SYNT,2014,233400000,
SYNT,2015,223521000,
SYNT,2016,-11650000,-1261500000
SYNT,2017,181515000,
SYRG,2011,6400000,
SYRG,2012,20970000,
SYRG,2013,32120000,
SYRG,2014,74905000,
SYRG,2015,125087000,
SYRG,2016,48688000,
SYRG,2017,291315000,
SYRG,2018,521143000,
SYRS,2015,-23030000,
SYRS,2016,-40536000,
SYRS,2017,-44729000,
SYRS,2018,-40315000,
SYUT,2011,-73723000,
SYUT,2012,65669000,
SYUT,2013,-5744000,
SYUT,2014,46225000,
SYUT,2015,62529000,
SYUT,2016,29662000,
SYY,2009,1576749000,-548246000
SYY,2010,885428000,-579763000
SYY,2011,1091518000,-597071000
SYY,2012,1404180000,-622869000
SYY,2013,1511594000,-648253000
SYY,2014,1492815000,-667217000
SYY,2015,1555484000,-695274000
SYY,2016,1988347000,-698869000
SYY,2017,2239354000,-698647000
SYY,2018,2158632000,-722158000
SYY,2019,2411207000,-775430000
T,2008,33610000000,-9507000000
T,2009,34405000000,-9670000000
T,2010,35222000000,-9916000000
T,2011,34743000000,-10172000000
T,2012,39176000000,-10241000000
T,2013,34796000000,-9696000000
T,2014,31338000000,-9552000000
T,2015,35880000000,-10200000000
T,2016,38442000000,-11797000000
T,2017,38010000000,-12038000000
T,2018,43602000000,-13410000000
TA,2010,30893000,
TA,2011,30141000,
TA,2012,83072000,
TA,2013,71513000,
TA,2014,161125000,
TA,2015,136888000,
TA,2016,110777000,
TA,2017,35674000,
TA,2018,81606000,
TACO,2017,57788000,
TACO,2018,61832000,
TAP,2008,430600000,-139100000
TAP,2009,858300000,-170400000
TAP,2010,749700000,-201100000
TAP,2011,868100000,-228100000
TAP,2012,983700000,-232200000
TAP,2013,1168200000,-234600000
TAP,2014,1287900000,-273600000
TAP,2015,715900000,-303400000
TAP,2016,1126900000,-352900000
TAP,2017,1866300000,-353400000
TAP,2018,2331300000,-354200000
TAST,2010,32260000,
TAST,2011,33448000,
TAST,2012,18207000,
TAST,2013,21581000,
TAST,2014,14707000,
TAST,2015,70702000,
TAST,2016,62288000,
TAST,2017,72783000,
TAST,2018,80769000,
TAYD,2011,2395411,
TAYD,2012,-1113720,
TAYD,2013,5472861,
TAYD,2014,1984032,
TAYD,2015,2776316,
TAYD,2016,3788077,
TAYD,2017,-1055663,
TAYD,2018,304471,
TAYD,2019,2657523,
TBI,2009,33605000,
TBI,2010,41973000,
TBI,2011,30589000,
TBI,2012,52323000,
TBI,2013,86068000,
TBI,2014,47525000,
TBI,2015,72072000,
TBI,2016,260703000,
TBI,2017,100134000,
TBI,2018,125692000,
TBIO,2017,-50788000,
TBIO,2018,-22133000,
TBTC,2010,-334973,
TBTC,2011,-72412,
TBTC,2012,-214068,
TBTC,2013,439505,
TBTC,2014,221256,
TBTC,2015,-705153,
TBTC,2016,-141942,
TBTC,2017,1315054,
TBTC,2018,138788,
TCMD,2015,2399000,
TCMD,2016,7033000,-8207000
TCMD,2017,4192000,
TCMD,2018,9007000,
TCNT,2014,-12608,
TCNT,2015,-13635,
TCNT,2016,-35063,
TCNT,2017,-19712,
TCX,2010,6768915,
TCX,2011,5885269,
TCX,2012,6347095,
TCX,2013,9794278,
TCX,2014,8877344,
TCX,2015,13346011,
TCX,2016,21649697,
TCX,2017,34692811,
TCX,2018,37906000,
TDC,2009,455000000,
TDC,2010,413000000,
TDC,2011,513000000,
TDC,2012,575000000,
TDC,2013,510000000,
TDC,2014,680000000,
TDC,2015,401000000,
TDC,2016,446000000,
TDC,2017,324000000,
TDC,2018,364000000,
TDG,2009,197112000,
TDG,2010,197304000,-404868000
TDG,2011,260386000,-2811000
TDG,2012,413885000,-3299000
TDG,2013,470205000,-1991350000
TDG,2014,541222000,-1451391000
TDG,2015,520938000,-3365000
TDG,2016,683298000,-3000000
TDG,2017,788733000,-2581552000
TDG,2018,1022173000,-56148000
TDOC,2014,-11359000,
TDOC,2015,-47181000,
TDOC,2016,-51875000,
TDOC,2017,-34441000,
TDOC,2018,-4860000,
TDRP,2014,-357203,
TDRP,2015,-131311,
TDRP,2016,-38629,
TDRP,2017,-94949,
TDRP,2018,-197557,
TDW,2018,3941000,
TECD,2010,535465000,
TECD,2011,176129000,
TECD,2012,525241000,
TECD,2013,123694000,
TECD,2014,379148000,
TECD,2015,119381000,
TECD,2016,188993000,
TECD,2017,1097069000,
TECD,2018,359716000,
TECH,2010,111260000,-38388000
TECH,2011,127194000,-39691000
TECH,2012,126746000,-41018000
TECH,2013,123562000,-43463000
TECH,2014,136762000,-45394000
TECH,2015,139359000,-47107000
TECH,2016,143870000,-47607000
TECH,2017,143962000,-47325000
TECH,2018,170367000,-47973000
TECH,2019,181619000,-48364000
TEL,2008,989000000,-271000000
TEL,2009,1329000000,-294000000
TEL,2010,1679000000,-289000000
TEL,2011,1779000000,-296000000
TEL,2012,1947000000,-332000000
TEL,2013,2046000000,-384000000
TEL,2014,2083000000,-443000000
TEL,2015,1913000000,-502000000
TEL,2016,1922000000,-509000000
TEL,2017,2321000000,-546000000
TEL,2018,2451000000,-588000000
TEL,2019,2422000000,-608000000
TEN,2010,244000000,
TEN,2011,245000000,
TEN,2012,365000000,
TEN,2013,503000000,
TEN,2014,341000000,
TEN,2015,528000000,0
TEN,2016,484000000,0
TEN,2017,629000000,-53000000
TEN,2018,439000000,-59000000
TENB,2017,-6266000,
TENB,2018,-2559000,
TESO,2010,54849000,
TESO,2011,19260000,
TESO,2012,17723000,0
TESO,2013,94259000,0
TESO,2014,40580000,-6004000
TESO,2015,-6614000,-7803000
TESO,2016,-2073000,0
TESS,2010,12038100,-3020300
TESS,2011,21745500,-4273400
TESS,2012,3352400,-11830500
TESS,2013,18665400,-6086100
TESS,2014,11079800,-6628800
TESS,2015,20141100,-6615700
TESS,2016,3051270,-6656700
TESS,2017,-9247100,-6701200
TESS,2018,8246700,-6754400
TEVA,2016,3890000000,-1558000000
TEVA,2017,2225000000,-1161000000
TEVA,2018,2446000000,-22000000
TFX,2009,120101000,-54022000
TFX,2010,143834000,-54312000
TFX,2011,94357000,-55136000
TFX,2012,194618000,-55589000
TFX,2013,231299000,-55917000
TFX,2014,290241000,-56258000
TFX,2015,303446000,-56532000
TFX,2016,410590000,-58960000
TFX,2017,426301000,-61237000
TFX,2018,435086000,-62165000
TGI,2009,169648000,-2666000
TGI,2010,142304000,-3574000
TGI,2011,227781000,-6899000
TGI,2012,320918000,-8005000
TGI,2013,135137000,-8344000
TGI,2014,467332000,-8100000
TGI,2015,83863000,-7889000
TGI,2016,281522000,-7927000
TGI,2017,-288894000,-7943000
TGI,2018,-174420000,-7971000
TGLO,2010,103182,
TGLO,2011,59188,
TGLO,2012,59949,
TGLO,2013,60349,
TGLO,2014,59523,
TGLO,2015,56044,
TGLO,2016,-88826,
TGLO,2017,-90470,
TGLO,2018,-294907,
TGNA,2008,1015345000,-366748000
TGNA,2009,866580000,-119328000
TGNA,2010,772884000,-38216000
TGNA,2011,814136000,-47946000
TGNA,2012,756740000,-158822000
TGNA,2013,511488000,-183233000
TGNA,2014,847540000,-181328000
TGNA,2015,651231000,-167508000
TGNA,2016,683429000,-121639000
TGNA,2017,386211000,-90170000
TGNA,2018,527209000,-60290000
TGT,2008,4430000000,-465000000
TGT,2009,5881000000,-496000000
TGT,2010,5271000000,-609000000
TGT,2011,5434000000,-750000000
TGT,2012,5325000000,-869000000
TGT,2013,6520000000,-1006000000
TGT,2014,4465000000,-1205000000
TGT,2015,5958000000,-1362000000
TGT,2016,5436000000,-1348000000
TGT,2017,6923000000,-1338000000
TGT,2018,5973000000,-1335000000
TGTX,2011,-86577,
TGTX,2012,-5187964,
TGTX,2013,-10739110,
TGTX,2014,-35059919,
TGTX,2015,-44690272,
TGTX,2016,-61591330,
TGTX,2017,-93763562,
TGTX,2018,-128925000,
THO,2010,100652000,-42408000
THO,2011,114802000,-22329000
THO,2012,118841000,-32322000
THO,2013,145066000,-38162000
THO,2014,149261000,-49024000
THO,2015,247860000,-57381000
THO,2016,341209000,-62970000
THO,2017,419333000,-69409000
THO,2018,466508000,-77989000
THO,2019,508019000,-84139000
THS,2009,104844000,
THS,2010,244651000,
THS,2011,156071000,
THS,2012,204559000,
THS,2013,216690000,
THS,2014,229550000,
THS,2015,290600000,
THS,2016,478600000,
THS,2017,506000000,
THS,2018,505800000,
TIF,2009,687199000,-84579000
TIF,2010,298925000,-120390000
TIF,2011,210606000,-142840000
TIF,2012,328290000,-158594000
TIF,2013,154700000,-170200000
TIF,2014,615100000,-191200000
TIF,2015,817400000,-203400000
TIF,2016,705700000,-218800000
TIF,2017,932200000,-242600000
TIF,2018,531800000,-263800000
TIME,2013,418000000,0
TIME,2014,281000000,-21000000
TIME,2015,154000000,-84000000
TIME,2016,195000000,-77000000
TIS,2010,12648000,
TIS,2011,15655000,-3753000
TIS,2012,17451000,-6443000
TIS,2013,20796000,-10708000
TIS,2014,20152000,-11781000
TIS,2015,18791000,-13847000
TIS,2016,27827000,-14400000
TIS,2017,13446000,-3607000
TIS,2018,-17497000,0
TITN,2010,-35008000,
TITN,2011,-182185000,
TITN,2012,-115325000,
TITN,2013,-82243000,
TITN,2014,41058000,
TITN,2015,231884000,
TITN,2016,140997000,
TITN,2017,95812000,
TITN,2018,46605000,
TIVO,2010,9580000,
TIVO,2011,-58727000,
TIVO,2012,239201000,
TIVO,2013,47289000,
TIVO,2014,495049000,
TIVO,2015,22901000,
TIVO,2016,288000,
TJX,2008,1154572000,-176749000
TJX,2009,2271926000,-197662000
TJX,2010,1976481000,-229329000
TJX,2011,1916034000,-275016000
TJX,2012,3055720000,-323922000
TJX,2013,2600466000,-393755000
TJX,2014,3008369000,-465902000
TJX,2015,2937343000,-544271000
TJX,2016,3601894000,-650988000
TJX,2017,3025624000,-764040000
TJX,2018,4088459000,-922596000
TLCC,2013,3897000,
TLCC,2014,-14735000,
TLCC,2015,-1959000,
TLCC,2016,-25330000,
TLCC,2017,-6503000,
TLCC,2018,-6564000,
TLND,2017,-2321000,
TLND,2018,3231000,
TLRA,2012,-5103000,
TLRA,2013,882000,
TLRA,2014,-10984000,
TLRA,2015,-7959000,
TLRA,2016,-7070000,
TLRA,2017,-9861000,
TLRA,2018,1760000,
TLRD,2009,163155000,-14722000
TLRD,2010,169947000,-19111000
TLRD,2011,162797000,-25098000
TLRD,2012,225730000,-37084000
TLRD,2013,188930000,-35549000
TLRD,2014,94764000,-34785000
TLRD,2015,131697000,-34980000
TLRD,2016,242628000,-35240000
TLRD,2017,350768000,-35761000
TLRD,2018,322672000,-36946000
TLRY,2017,-6003000,
TLRY,2018,-46248000,
TLYS,2011,52584000,-36008000
TLYS,2012,41730000,-84287000
TLYS,2013,43794000,
TLYS,2014,48310000,
TLYS,2015,36945000,0
TLYS,2016,48509000,0
TLYS,2017,32708000,-20080000
TLYS,2018,46743000,-29067000
TM-28,2010,5771000000,-266000000
TM-28,2011,3852000000,-741000000
TM-28,2012,4398000000,-1487000000
TM-28,2013,4874000000,-665000000
TM-28,2014,3767000000,-435000000
TM-28,2015,7839000000,
TM-28,2016,5914000000,
TM-28,2017,8335000000,0
TM-28,2018,5935000000,0
TMDX,2018,-25984000,
TMED,2010,644000,
TMED,2011,-455000,
TMED,2012,-270000,
TMED,2013,1434000,
TMED,2014,-103000,
TMED,2015,-773000,
TMO,2008,1420200000,
TMO,2009,1659200000,
TMO,2010,1497800000,
TMO,2011,1691000000,0
TMO,2012,2039500000,-142200000
TMO,2013,2010700000,-216200000
TMO,2014,2619600000,-234800000
TMO,2015,2816900000,-240600000
TMO,2016,3156300000,-238400000
TMO,2017,4005000000,-237000000
TMO,2018,4543000000,-266000000
TMUS,2009,899349000,
TMUS,2010,994500000,
TMUS,2011,4980000000,0
TMUS,2012,3862000000,-2403000000
TMUS,2013,3545000000,0
TMUS,2014,4146000000,0
TMUS,2015,5414000000,-55000000
TMUS,2016,6135000000,-55000000
TMUS,2017,7962000000,-55000000
TMUS,2018,3899000000,0
TNDM,2013,-47757000,
TNDM,2014,-61378000,
TNDM,2015,-58764000,
TNDM,2016,-61173000,
TNDM,2017,-66136000,
TNDM,2018,-8319000,
TNET,2013,100721000,
TNET,2014,151899000,
TNET,2015,151000000,
TNET,2016,192000000,
TNET,2017,606000000,
TNET,2018,-104000000,
TOCA,2016,-29539000,
TOCA,2017,-31133000,
TOCA,2018,-34469000,
TOL,2009,283191000,
TOL,2010,-146284000,
TOL,2011,58753000,
TOL,2012,-171537000,
TOL,2013,-568963000,
TOL,2014,313200000,
TOL,2015,60182000,0
TOL,2016,148771000,0
TOL,2017,959719000,-38587000
TOL,2018,602401000,-61704000
TOWR,2010,86522000,-95000
TOWR,2011,86860000,
TOWR,2012,96745000,
TOWR,2013,127790000,0
TOWR,2014,80630000,
TOWR,2015,101413000,-2111000
TOWR,2016,137708000,-8570000
TOWR,2017,164739000,-9221000
TOWR,2018,98247000,-10088000
TOY_delist,2010,220000000,
TOY_delist,2011,319000000,
TOY_delist,2012,537000000,
TOY_delist,2013,144000000,
TOY_delist,2014,476000000,
TOY_delist,2015,238000000,
TOY_delist,2016,-1000000,
TPB,2015,24430000,
TPB,2016,15270000,0
TPB,2017,29690000,-768000
TPB,2018,13090000,-2318000
TPCS,2011,1286272,
TPCS,2012,-2646918,
TPCS,2013,1779146,
TPCS,2014,202611,
TPCS,2015,1048093,
TPCS,2016,1729773,
TPCS,2017,1256179,
TPCS,2018,531309,
TPIC,2015,31293000,
TPIC,2016,53841000,
TPIC,2017,82663000,
TPIC,2018,-3258000,
TPR,2009,809152000,
TPR,2010,990877000,-94324000
TPR,2011,1033271000,-178115000
TPR,2012,1221689000,-260276000
TPR,2013,1414000000,-339700000
TPR,2014,985400000,-376500000
TPR,2015,937400000,-371800000
TPR,2016,758600000,-374500000
TPR,2017,853800000,-378000000
TPR,2018,996700000,-384100000
TPR,2019,791700000,-390700000
TPX,2009,134986000,
TPX,2010,184100000,
TPX,2011,248700000,
TPX,2012,189900000,
TPX,2013,93800000,
TPX,2014,225200000,
TPX,2015,234200000,
TPX,2016,165500000,
TPX,2017,222900000,
TPX,2018,207500000,
TR,2009,76994000,-17825000
TR,2010,82805000,-18130000
TR,2011,50390000,-18407000
TR,2012,101418000,-52431000
TR,2013,109823000,-14282000
TR,2014,88769000,-19241000
TR,2015,91073000,-20775000
TR,2016,98550000,-22266000
TR,2017,42973000,-22621000
TR,2018,100929000,-22978000
TRC,2010,3199000,
TRC,2011,9484000,
TRC,2012,14092000,
TRC,2013,9536000,
TRC,2014,13218000,
TRC,2015,16968000,
TRC,2016,5585000,
TRC,2017,9830000,
TRC,2018,14354000,
TREE,2010,-31632000,
TREE,2011,-28052000,
TREE,2012,-4722000,-11428000
TREE,2013,10238000,144000
TREE,2014,9075000,-229000
TREE,2015,37185000,-131000
TREE,2016,64214000,0
TREE,2017,103538000,0
TREE,2018,123948000,
TREX,2010,18994000,
TREX,2011,33847000,
TREX,2012,60443000,
TREX,2013,45208000,
TREX,2014,58642000,
TREX,2015,62634000,
TREX,2016,85293000,
TREX,2017,101865000,
TREX,2018,138121000,
TRGP,2010,206100000,-238000000
TRGP,2011,379300000,
TRGP,2012,428200000,
TRGP,2013,382700000,
TRGP,2014,761800000,-113000000
TRGP,2015,1034700000,-179000000
TRGP,2016,837400000,-565900000
TRGP,2017,939500000,-843200000
TRGP,2018,1144000000,-908300000
TRHC,2015,3256000,
TRHC,2016,6774000,
TRHC,2017,18308000,
TRHC,2018,15830000,
TRIP,2010,196915000,
TRIP,2011,217882000,
TRIP,2012,239000000,
TRIP,2013,349000000,
TRIP,2014,407000000,
TRIP,2015,418000000,
TRIP,2016,321000000,
TRIP,2017,238000000,
TRIP,2018,405000000,
TRMB,2009,194631000,
TRMB,2010,124030000,
TRMB,2011,241629000,
TRMB,2012,340700000,
TRMB,2013,414600000,
TRMB,2014,407100000,
TRMB,2015,357000000,
TRMB,2016,413600000,
TRMB,2017,411900000,
TRMB,2018,486700000,
TRN,2009,707300000,-25300000
TRN,2010,170500000,-25400000
TRN,2011,110900000,-27200000
TRN,2012,527400000,-31700000
TRN,2013,662200000,-39300000
TRN,2014,819200000,-54400000
TRN,2015,939700000,-64900000
TRN,2016,1090200000,-66700000
TRN,2017,761600000,-72600000
TRN,2018,379100000,-77400000
TRNC,2014,130574000,-4614000
TRNC,2015,65481000,-13742000
TRNC,2016,85690000,-4867000
TRNC,2017,91284000,0
TRNC,2018,47721000,0
TRNS,2010,2573000,
TRNS,2011,6259000,
TRNS,2012,5241000,
TRNS,2013,7612000,
TRNS,2014,4439000,
TRNS,2015,10982000,
TRNS,2016,7544000,
TRNS,2017,9874000,
TRNS,2018,12561000,
TROV,2011,-1930301,
TROV,2012,-4934661,
TROV,2013,-7317248,
TROV,2014,-12727385,
TROV,2015,-22119025,
TROV,2016,-31039855,
TROV,2017,-23281067,
TROV,2018,-13199013,
TROW,2008,741800000,-312500000
TROW,2009,535600000,-256900000
TROW,2010,589200000,-278900000
TROW,2011,948400000,-317900000
TROW,2012,902800000,-603400000
TROW,2013,1233200000,-396700000
TROW,2014,1343900000,-462100000
TROW,2015,1530500000,-1059000000
TROW,2016,170500000,-540800000
TROW,2017,229500000,-563100000
TROW,2018,1619900000,-694300000
TROX,2012,124000000,-61000000
TROX,2013,330000000,-115000000
TROX,2014,141000000,-116000000
TROX,2015,67000000,-117000000
TROX,2016,86000000,-46000000
TROX,2017,166000000,-23000000
TROX,2018,170000000,-23000000
TRT,2011,4551000,
TRT,2012,-3660000,
TRT,2013,3491000,0
TRT,2014,3859000,-312000
TRT,2015,4090000,-6000
TRT,2016,1014000,-181000
TRT,2017,3953000,-177000
TRT,2018,4479000,-189000
TRT,2019,4454000,-125000
TRU,2013,143400000,
TRU,2014,154300000,
TRU,2015,309100000,
TRU,2016,389900000,
TRU,2017,468000000,
TRU,2018,555700000,-41600000
TRUE,2013,-3911000,
TRUE,2014,3104000,
