ticker,fiscal_year,total_current_assets,total_assets,st_debt,total_current_liabilities,lt_debt,total_liabilities,retained_earnings
CLH,2017,1154056000,3706570000,4000000,503817000,1625537000,2518368000,673082000
CLH,2018,1202158000,3738321000,7535000,602278000,1565021000,2568565000,737154000
CLNE,2010,162061000,583499000,22712000,96991000,41704000,167283000,-151926000
CLNE,2011,409841000,931061000,22925000,97469000,266497000,386653000,-199559000
CLNE,2012,284698000,975200000,30389000,113920000,300636000,428570000,-300814000
CLNE,2013,521096000,1250965000,23401000,120106000,597017000,732427000,-367782000
CLNE,2014,413639000,1160409000,4846000,120211000,565824000,695374000,-457441000
CLNE,2015,329166000,1000528000,149856000,246393000,417294000,671583000,-591683000
CLNE,2016,261764000,897257000,5943000,89222000,306433000,403570000,-603836000
CLNE,2017,304897000,791912000,139699000,203300000,120388000,342254000,-683570000
CLNE,2018,225606000,699082000,5405000,80259000,78779000,174073000,-688653000
CLNT,2010,15706719,74216871,1814937,11651042,0,11651042,29264152
CLNT,2011,14726538,82589153,2601496,10443579,381235,10824814,34618341
CLNT,2012,19073397,89936284,2467971,11809870,132756,11942626,38401734
CLNT,2013,23986124,104340735,3109453,12863869,,12863869,46322329
CLNT,2014,34090188,107813745,3095219,10492942,,10492942,50039267
CLNT,2015,39472724,94608759,2388032,14541627,,14541627,37007776
CLNT,2016,26592126,70365255,2159889,5053219,,5053219,26531498
CLNT,2017,22926343,70555617,2744529,9386537,,9386537,13624729
CLNT,2018,21217009,46342942,2893464,9403102,244910,10905517,-27492559
CLR,2009,236028000,2314927000,,219710000,523524000,1284648000,598296000
CLR,2010,582326000,3591785000,,702222000,925991000,2383630000,766551000
CLR,2011,936373000,5646086000,,1111801000,1254301000,3337960000,1195623000
CLR,2012,946783000,9140009000,1950000,1125865000,3537771000,5976310000,1935008000
CLR,2013,1147266000,11941182000,2011000,1473156000,4713821000,7988064000,2699227000
CLR,2014,1389601000,15076033000,2078000,1806664000,5926800000,10108189000,3676568000
CLR,2015,822339000,14919808000,2144000,923028000,7115644000,10250908000,3322900000
CLR,2016,913233000,13811776000,2219000,932393000,6577697000,9509780000,2923221000
CLR,2017,1251725000,14199651000,2286000,1330242000,6351405000,9068448000,3717818000
CLR,2018,1412361000,15297947000,2360000,1387509000,5765989000,8876086000,4706135000
CLRB,2010,1279781,4802142,206887,904817,3648252,4668380,-24045004
CLRB,2011,5815927,10563176,2235,503581,454091,1082053,-31480426
CLRB,2012,5130477,11478164,2397,732691,451694,1319789,-40277400
CLRB,2013,2768071,6815939,1694,4523155,450000,5116389,-51059568
CLRB,2014,9698238,13419516,122103,6233006,341203,6721983,-59111670
CLRB,2015,4180574,7596379,246039,5703045,94607,5946576,-64606700
CLRB,2016,12193188,15324580,89318,1632876,5249,1784708,-70787026
CLRB,2017,10939417,12871464,3036,2114788,2213,2117001,-84349316
CLRB,2018,13951834,15054082,2213,1589032,,1793121,-97588343
CLX,2009,1180000000,4576000000,998000000,1937000000,2151000000,4751000000,640000000
CLX,2010,1489000000,4548000000,671000000,1645000000,2124000000,4465000000,920000000
CLX,2011,1279000000,4163000000,459000000,1365000000,2125000000,4249000000,1143000000
CLX,2012,1376000000,4355000000,1150000000,2061000000,1571000000,4490000000,1350000000
CLX,2013,1420000000,4311000000,202000000,1134000000,2170000000,4165000000,1561000000
CLX,2014,1395000000,4258000000,718000000,1638000000,1595000000,4104000000,1739000000
CLX,2015,1429000000,4164000000,395000000,1405000000,1796000000,4046000000,1923000000
CLX,2016,1485000000,4510000000,523000000,1558000000,1789000000,4213000000,2163000000
CLX,2017,1514000000,4573000000,804000000,1809000000,1391000000,4031000000,2440000000
CLX,2018,1311000000,5060000000,199000000,1200000000,2284000000,4334000000,2797000000
CLX,2019,1305000000,5116000000,396000000,1440000000,2287000000,4557000000,3150000000
CMBG,2013,7575008,17596726,,2201653,,2201653,-22415979
CMBG,2014,16095465,43685102,,4076322,,4529011,-37890590
CMBG,2015,16694291,49460422,,3019257,,3095486,-57338311
CMBG,2016,40692084,68628467,,2364036,,2734513,-85546687
CMBG,2017,23794846,61162296,,3676121,,3859770,-111036997
CMBG,2018,54607711,107581349,0,8041206,,22362957,-149982489
CMBM,2018,105573000,142057000,8836000,66299000,94183000,162628000,-45773000
CMC,2010,2175206000,3706153000,47041000,1102959000,1197282000,2452779000,1178372000
CMC,2011,2326253000,3683131000,65108000,1198854000,1167497000,2522483000,993578000
CMC,2012,2239831000,3441246000,28795000,901134000,1157073000,2194739000,1145445000
CMC,2013,2366195000,3494801000,11201000,781109000,1278814000,2224646000,1166732000
CMC,2014,2553791000,3688520000,20293000,891153000,1281042000,2339929000,1225855000
CMC,2015,2380387000,3439951000,30200000,628610000,1272245000,2058577000,1373568000
CMC,2016,2048125000,3130869000,313469000,821118000,757948000,1763438000,1372988000
CMC,2017,1713900000,2975131000,19182000,608438000,805580000,1574201000,1363806000
CMC,2018,2077205000,3328304000,19746000,541943000,1138619000,1834721000,1446495000
CMC,2019,2080005000,3758771000,17439000,694590000,1227214000,2134714000,1585379000
CMCO,2010,262208000,478872000,1589000,95265000,152816000,316726000,-1072000
CMCO,2011,296619000,515407000,1205000,103909000,151889000,354941000,25895000
CMCO,2012,313978000,566867000,1024000,84237000,151053000,326880000,104191000
CMCO,2013,326552000,598674000,1588000,89295000,150705000,307388000,133820000
CMCO,2014,274029000,566324000,13292000,96961000,113420000,297605000,157811000
CMCO,2015,272729000,772851000,43246000,132517000,224386000,486542000,174173000
CMCO,2016,340950000,1113843000,52568000,190959000,368751000,772493000,179735000
CMCO,2017,360295000,1142446000,60064000,206997000,303254000,734217000,197897000
CMCO,2018,362588000,1061571000,65000000,211278000,235320000,630412000,236459000
CMCSA,2008,3716000000,1.13E+11,2278000000,8939000000,30178000000,72270000000,7427000000
CMCSA,2009,3223000000,1.13E+11,1156000000,7249000000,27940000000,69756000000,10005000000
CMCSA,2010,8886000000,1.19E+11,1800000000,8234000000,29615000000,73957000000,12158000000
CMCSA,2011,8573000000,1.58E+11,1367000000,13241000000,37942000000,94149000000,13971000000
CMCSA,2012,19991000000,1.65E+11,2376000000,16714000000,38082000000,98177000000,16280000000
CMCSA,2013,14075000000,1.59E+11,3280000000,18912000000,44567000000,1.07E+11,19235000000
CMCSA,2014,13531000000,1.59E+11,4217000000,17410000000,43864000000,1.05E+11,21539000000
CMCSA,2015,12303000000,1.67E+11,3627000000,18178000000,48994000000,1.11E+11,21413000000
CMCSA,2016,16361000000,1.81E+11,5480000000,21535000000,55566000000,1.23E+11,23076000000
CMCSA,2017,16343000000,1.87E+11,5134000000,21993000000,59422000000,1.17E+11,38202000000
CMCSA,2018,21848000000,2.52E+11,4398000000,27603000000,1.07E+11,1.78E+11,41983000000
CMD,2011,111324000,321443000,,43411000,24000000,87128000,138725000
CMD,2012,133892000,434812000,10000000,55141000,80000000,158876000,167539000
CMD,2013,150660000,487671000,10000000,59151000,85000000,166539000,203762000
CMD,2014,163909000,536145000,,66499000,80500000,170899000,243306000
CMD,2015,188361000,584031000,,70624000,78500000,177398000,287105000
CMD,2016,222742000,694532000,,96335000,116000000,240162000,342053000
CMD,2017,257371000,786373000,,106779000,126000000,262441000,407590000
CMD,2018,338243000,963708000,10000000,134783000,187302000,354841000,491540000
CMD,2019,351796000,1070366000,10000000,151400000,220851000,408829000,539097000
CME,2008,19111500000,48158700000,249900000,989500000,2966100000,29470100000,1719700000
CME,2009,6699000000,35651000000,299800000,541700000,2014700000,16350000000,2239900000
CME,2010,5387500000,35046100000,420500000,742700000,2104800000,14917900000,2885800000
CME,2011,10945800000,40758700000,0,281300000,2106800000,19136400000,4324600000
CME,2012,8717900000,38863200000,749700000,1032100000,2106800000,17357500000,3993400000
CME,2013,24405600000,54277800000,749900000,1955900000,2107200000,33117300000,3494600000
CME,2014,42545300000,72241500000,,964400000,2107900000,51318000000,3317300000
CME,2015,37904500000,67359400000,,1271500000,2229300000,46807600000,2907600000
CME,2016,40031500000,69369400000,,1402900000,2231200000,49028700000,2524500000
CME,2017,46906500000,75791200000,,1487600000,2233100000,53379400000,4497200000
CME,2018,41886700000,77475700000,574200000,1817100000,3826800000,51510400000,4855300000
CMG,2009,297454000,961505000,96000,102153000,3782000,258044000,277533000
CMG,2010,406221000,1121605000,121000,123054000,3661000,310732000,456514000
CMG,2011,501192000,1425308000,133000,157453000,3529000,381082000,671459000
CMG,2012,546607000,1668667000,,186852000,,422741000,949459000
CMG,2013,666307000,2009280000,,199228000,,470992000,1276897000
CMG,2014,859511000,2527317000,,245710000,,514948000,1722271000
CMG,2015,814647000,2725066000,,279942000,,597092000,2197873000
CMG,2016,522374000,2026103000,,281793000,,623610000,2220811000
CMG,2017,629535000,2045692000,,323893000,,681247000,2397064000
CMG,2018,814794000,2265518000,,449990000,,824179000,2573617000
CMI,2008,4713000000,8519000000,39000000,2639000000,629000000,5039000000,3288000000
CMI,2009,5003000000,8816000000,37000000,2432000000,637000000,4796000000,3575000000
CMI,2010,6289000000,10402000000,82000000,3260000000,709000000,5406000000,4445000000
CMI,2011,7091000000,11668000000,125000000,3657000000,658000000,5837000000,6038000000
CMI,2012,7167000000,12548000000,77000000,3136000000,698000000,5574000000,7343000000
CMI,2013,8639000000,14728000000,68000000,3368000000,1672000000,6858000000,8406000000
CMI,2014,9055000000,15764000000,109000000,4021000000,1577000000,7671000000,9545000000
CMI,2015,7947000000,15134000000,63000000,3803000000,1576000000,7384000000,10322000000
CMI,2016,7707000000,15011000000,288000000,4325000000,1568000000,7837000000,11040000000
CMI,2017,8928000000,18075000000,418000000,5677000000,1588000000,9911000000,11464000000
CMI,2018,9818000000,19062000000,879000000,6384000000,1597000000,10803000000,12917000000
CMLS,2010,59693000,319636000,15165000,42782000,575843000,660945000,-1049333000
CMLS,2011,324339000,4040591000,13250000,178435000,2837287000,3636431000,-985473000
CMLS,2012,353119000,3743575000,76468000,195243000,2624599000,3425073000,-1018202000
CMLS,2013,377055000,3870435000,5937000,156320000,2620956000,3357695000,-842119000
CMLS,2014,370826000,3745441000,,155622000,2485127000,3203861000,-830350000
CMLS,2015,359275000,3002388000,,122770000,2402901000,2986356000,-1376844000
CMLS,2016,439927000,2412691000,,100791000,2384157000,2904429000,-1887564000
CMLS,2017,393620000,2027319000,,36157000,,2723434000,-2093554000
CMP,2009,483400000,1003800000,4100000,184600000,486600000,780700000,185000000
CMP,2010,521400000,1114300000,4200000,182600000,482500000,766500000,283600000
CMP,2011,515800000,1205500000,156000000,326800000,326700000,758900000,372500000
CMP,2012,506900000,1300600000,3900000,199300000,478400000,797100000,395000000
CMP,2013,577400000,1404800000,3900000,257600000,474700000,850600000,452500000
CMP,2014,702700000,1637200000,3900000,237700000,622500000,983600000,589500000
CMP,2015,512300000,1624800000,4900000,170800000,718000000,985100000,659100000
CMP,2016,715000000,2466500000,130200000,372000000,1194800000,1749400000,727500000
CMP,2017,737500000,2571000000,32100000,268000000,1330400000,1876400000,672500000
CMP,2018,721200000,2367900000,43500000,283300000,1321200000,1827700000,643500000
CMPR,2010,203002000,477889000,5222000,91633000,,101775000,166525000
CMPR,2011,272291000,555900000,,93806000,0,105807000,248634000
CMPR,2012,115598000,592429000,0,141979000,229000000,403142000,292628000
CMPR,2013,100231000,601567000,8750000,155026000,230000000,412006000,299144000
CMPR,2014,157941000,988985000,37575000,241501000,428601000,745368000,342840000
CMPR,2015,216098000,1299795000,21057000,305678000,586880000,992638000,435052000
CMPR,2016,200768000,1463869000,21717000,335863000,767026000,1232492000,486482000
CMPR,2017,246001000,1679869000,28926000,449483000,954336000,1559245000,414771000
CMPR,2018,239296000,1652217000,59259000,481024000,870328000,1472119000,452756000
CMPR,2019,240300000,1868376000,81277000,520749000,1054386000,1673382000,537422000
CMRO,2010,12341000,12761000,,8942000,,8942000,-12213000
CMRO,2011,3709000,3927000,,5227000,,5268000,-17523000
CMRO,2012,3009000,3211000,,9985000,,9985000,-23115000
CMRO,2013,1241000,1337000,,9062000,,9062000,-25173000
CMRO,2014,2269000,2282000,,1625000,,1625000,-19133000
CMRO,2015,843000,922000,,1570000,,1570000,-20479000
CMRO,2016,632000,632000,,395000,,395000,-19634000
CMS,2009,2742000000,15256000000,694000000,1954000000,6092000000,12318000000,-1927000000
CMS,2010,2759000000,15616000000,750000000,2021000000,6636000000,12779000000,-1757000000
CMS,2011,2565000000,16452000000,1057000000,2338000000,6207000000,13380000000,-1553000000
CMS,2012,2422000000,17131000000,541000000,1797000000,6863000000,13893000000,-1423000000
CMS,2013,2526000000,17416000000,562000000,1945000000,7239000000,13925000000,-1242000000
CMS,2014,2597000000,19185000000,540000000,1948000000,8139000000,15478000000,-1058000000
CMS,2015,2320000000,20299000000,706000000,2302000000,8518000000,16324000000,-855000000
CMS,2016,2280000000,21622000000,886000000,2655000000,8750000000,17332000000,-616000000
CMS,2017,2475000000,23050000000,1103000000,2784000000,9214000000,18572000000,-531000000
CMS,2018,2468000000,24529000000,996000000,2624000000,10684000000,19737000000,-271000000
CMTL,2010,840819000,1066562000,,154219000,200000000,364930000,351449000
CMTL,2011,723065000,937509000,,96057000,200000000,308329000,393109000
CMTL,2012,516876000,719778000,0,82655000,200000000,290377000,404227000
CMTL,2013,489651000,681815000,200000000,269091000,,277753000,403398000
CMTL,2014,290844000,473852000,,66188000,,76927000,409443000
CMTL,2015,300756000,473877000,0,64337000,0,72468000,413058000
CMTL,2016,303639000,921196000,14659000,184146000,243990000,450795000,383616000
CMTL,2017,241044000,832063000,17803000,144211000,177999000,351913000,385136000
CMTL,2018,279793000,845157000,19047000,165316000,148852000,339473000,405194000
CMTL,2019,280314000,887711000,757000,145672000,165000000,352629000,420333000
CNA,2010,51368000000,55331000000,400000000,38120000000,2311000000,43781000000,7876000000
CNA,2011,52063000000,55110000000,83000000,37588000000,2593000000,43600000000,8308000000
CNA,2012,55832000000,58522000000,13000000,39884000000,2557000000,46187000000,8774000000
CNA,2013,54298000000,57194000000,549000000,38698000000,2011000000,44520000000,9495000000
CNA,2014,53082000000,55566000000,0,36594000000,2559000000,42771000000,9645000000
CNA,2015,51617000000,55045000000,350000000,37408000000,2210000000,43289000000,9313000000
CNA,2016,52316000000,55233000000,0,36792000000,2710000000,43264000000,9359000000
CNA,2017,53778000000,56567000000,150000000,37586000000,2708000000,44323000000,9414000000
CNA,2018,51545000000,57152000000,0,39072000000,2680000000,45935000000,9277000000
CNC,2009,616134000,1702364000,646000,715908000,307085000,1082937000,358907000
CNC,2010,656821000,1943882000,2817000,765246000,327824000,1146827000,453743000
CNC,2011,940010000,2190336000,3234000,837613000,348344000,1253917000,564961000
CNC,2012,1405825000,2773905000,3373000,1229313000,535481000,1820138000,566820000
CNC,2013,1800000000,3529000000,3000000,1559000000,666000000,2286000000,732000000
CNC,2014,2951000000,5824000000,5000000,2900000000,874000000,3933000000,1003000000
CNC,2015,3605000000,7339000000,5000000,3629000000,1216000000,5015000000,1358000000
CNC,2016,8365000000,20197000000,4000000,8623000000,4651000000,14143000000,1920000000
CNC,2017,8703000000,21855000000,4000000,9332000000,4695000000,14979000000,2748000000
CNC,2018,11998000000,30901000000,38000000,11971000000,6648000000,19878000000,3663000000
CNDT,2015,1874000000,9058000000,24000000,2741000000,37000000,9239000000,
CNDT,2016,1917000000,7709000000,28000000,1402000000,1913000000,4279000000,0
